Title,latitude,longitude
1246,37.46,-99.25
1247,38.82,-100.05
1248,37.8,-95.14
1249,37.83,-99.99
1250,37.34,-95.7
1251,37.04,-95.32
1252,37.45,-95.68
1253,38.75,-94.15
1254,38.22,-99.67
1255,39.25,-101.27
1256,40.13,-96.38
1257,41.43,-104.12
1258,37.77,-100.92
1259,41.01,-102.3
1260,40.43,-98.72
1261,37.81,-98.67
1262,35.64,-96.33
1263,36.43,-96.69
1264,38.26,-97.95
1265,42.21,-98.38
1266,40.92,-98.21
1267,41.79,-104.3
1268,40.61,-101.25
1269,40.36,-104.13
1270,41.45,-102.19
1271,42.68,-101.7
1272,42.45,-98.78
1273,41.63,-102.91
1274,41.92,-103.55
1275,42.27,-102.64
1276,40.69,-104.26
1277,42.18,-100.76
1278,37.66,-102.49
1279,41.71,-101.26
1280,42.36,-101.98
1281,41.89,-103.09
1282,42.31,-98.94
1283,40.15,-102.25
1284,42.1,-99.52
1285,40.62,-101.48
1286,41.76,-99.61
1287,41.24,-101.32
1288,40.26,-103.55
1289,41.83,-99.76
1290,43.03,-101.91
1291,42.05,-99.15
1292,42.45,-100.26
1293,42.69,-100.3
1294,42.31,-98.94
1295,41.65,-104.34
1296,41.23,-96.83
1297,40.4,-95.7
1298,40.14,-96.56
1299,40.93,-96.47
1300,40.04,-96.44
1301,39.54,-95.87
1302,37.31,-94.84
1303,37.95,-93.99
1304,39.29,-95.06
1305,39.41,-94.98
1306,37.48,-94.25
1307,37.68,-95.4
1308,35.82,-95.58
1309,37.77,-95.41
1310,37.44,-95.21
1311,37.41,-96.35
1312,37.55,-96.34
1313,38.29,-95.13
1314,36.19,-95.49
1315,38.37,-95.73
1316,41.49,-103.66
1317,41.11,-102.37
1318,37.35,-100.23
1319,41.94,-102.39
1320,40.2,-96.51
1321,40.33,-95.99
1322,38.59,-93.91
1323,41.18,-96.93
1324,40.89,-96.75
1325,40.32,-103.84
1326,39.79,-104.06
1327,40.24,-100.83
1328,41.56,-102.9
1329,39.94,-103.76
1330,39.8,-103.97
1331,41.76,-103.82
1332,40.15,-99.18
1333,35.83,-96.22
1334,37.77,-95.86
1335,37.08,-96.41
1336,38.2,-104.65
1337,40.08,-101.63
1338,37.47,-95.52
1339,38.24,-103.78
1340,39.6,-104.16
1341,41.4,-103.66
1342,37.21,-103.89
1343,37.96,-101.46
1344,40.73,-99.88
1345,38.29,-104.99
1346,38.72,-102.77
1347,40.42,-100.76
1348,41.23,-98.88
1349,41.88,-104.15
1350,40.66,-103.99
1351,38.07,-103.49
1352,38.11,-103.74
1353,40.17,-100.44
1354,37.45,-103.34
1355,38.67,-100.25
1356,40.47,-104.26
1357,37.7,-103.29
1358,39.75,-100.43
1359,37.67,-104.68
1360,42.04,-104.45
1361,39.66,-102.1
1362,37.19,-94.9
1363,39.78,-95.55
1364,39.51,-95.72
1365,39.66,-95.46
1366,38.49,-94.45
1367,36.85,-95.4
1368,38.75,-95.29
1369,38.65,-93.5
1370,38.5,-94.31
1371,36.83,-95.92
1372,38.63,-94.13
1373,37.59,-94.97
1374,40.4,-96.11
1375,38.06,-95.42
1376,39.59,-96.46
1377,38.0,-95.59
1378,39.46,-96.08
1379,40.12,-97.47
1380,42.39,-102.45
1381,42.55,-99.25
1382,38.46,-94.7
1383,40.26,-96.26
1384,39.18,-96.22
1385,40.18,-98.48
1386,39.64,-100.79
1387,39.43,-97.31
1388,40.31,-98.44
1389,40.9,-97.03
1390,41.35,-104.21
1391,40.04,-97.58
1392,40.12,-100.86
1393,38.3,-99.13
1394,39.49,-97.07
1395,39.41,-100.65
1396,40.07,-99.92
1397,40.37,-101.34
1398,40.36,-99.28
1399,41.33,-104.51
1400,40.35,-97.26
1401,40.18,-100.25
1402,40.39,-99.15
1403,40.6,-97.13
1404,40.26,-99.51
1405,38.84,-101.95
1406,37.76,-100.78
1407,38.96,-101.04
1408,39.15,-103.83
1409,40.68,-101.39
1410,40.56,-103.29
1411,40.57,-99.56
1412,39.86,-99.83
1413,40.24,-98.29
1414,40.46,-97.2
1415,37.63,-98.65
1416,40.7,-98.01
1417,37.49,-99.22
1418,38.82,-97.95
1419,40.75,-100.13
1420,41.17,-98.83
1421,41.43,-100.3
1422,41.64,-99.15
1423,37.99,-96.59
1424,39.01,-100.09
1425,40.89,-102.6
1426,38.34,-96.54
1427,38.41,-96.72
1428,39.63,-101.96
1429,37.07,-96.54
1430,39.11,-98.38
1431,40.14,-98.95
1432,37.48,-97.87
1433,36.71,-96.87
1434,40.04,-98.97
1435,40.61,-102.92
1436,39.17,-99.49
1437,39.19,-102.17
1438,37.29,-100.49
1439,39.35,-102.22
1440,40.87,-102.77
1441,38.93,-98.38
1442,40.72,-103.39
1443,38.24,-101.11
1444,39.07,-95.41
1445,41.32,-97.62
1446,41.21,-97.98
1447,40.91,-98.29
1448,41.04,-98.09
1449,40.08,-98.49
1450,38.81,-93.75
1451,38.88,-93.26
1452,37.93,-101.24
1453,38.76,-93.84
1454,40.34,-104.12
1455,38.06,-103.36
1456,42.0,-104.06
1457,38.95,-99.39
1458,41.13,-98.24
1459,40.22,-103.6
1460,40.67,-99.54
1461,41.29,-97.85
1462,41.78,-104.34
1463,38.18,-104.15
1464,37.89,-98.56
1465,40.32,-104.14
1466,41.69,-103.15
1467,41.79,-104.39
1468,37.46,-99.04
1469,37.06,-95.6
1470,41.04,-98.42
1471,41.35,-97.27
1472,41.23,-97.73
1473,37.1,-95.08
1474,38.29,-94.72
1475,37.26,-95.04
1476,38.86,-93.41
1477,38.86,-93.45
1478,37.33,-95.3
1479,38.0,-94.24
1480,40.8,-96.29
1481,37.39,-95.56
1482,41.32,-97.85
1483,41.38,-97.84
1484,42.45,-99.14
1485,42.49,-99.87
1486,38.47,-94.22
1487,42.5,-99.91
1488,38.55,-93.22
1489,38.81,-94.18
1490,37.77,-94.55
1491,40.7,-103.12
1492,40.11,-97.43
1493,40.71,-96.25
1494,40.34,-96.64
1495,40.44,-97.55
1496,36.01,-95.99
1497,40.27,-95.72
1498,40.28,-100.13
1499,38.04,-94.19
1500,41.45,-97.58
1501,40.72,-97.78
1502,40.73,-97.78
1503,35.93,-95.77
1504,40.56,-95.93
1505,38.75,-100.53
1506,37.99,-103.26
1507,38.89,-101.08
1508,39.13,-101.76
1509,37.97,-101.12
1510,40.02,-98.34
1511,38.33,-100.26
1512,36.96,-95.53
1513,40.2,-98.36
1514,37.92,-101.18
1515,38.13,-100.41
1516,39.35,-95.55
1517,39.16,-98.71
1518,38.55,-94.12
1519,39.97,-95.75
1520,37.56,-94.14
1521,35.18,-96.28
1522,36.29,-95.39
1523,38.71,-93.64
1524,36.55,-95.29
1525,36.17,-95.32
1526,35.48,-96.14
1527,36.74,-95.69
1528,38.86,-95.39
1529,36.74,-96.52
1530,39.72,-97.31
1531,37.33,-98.0
1532,37.06,-96.91
1533,38.23,-100.1
1534,39.81,-97.31
1535,37.71,-94.19
1536,40.09,-96.69
1537,38.08,-99.7
1538,38.06,-109.12
1539,37.47,-108.7
1540,37.52,-108.7
1541,37.03,-107.47
1542,39.2,-111.04
1543,36.39,-107.35
1544,39.51,-105.29
1545,40.73,-105.46
1546,39.52,-105.43
1547,39.79,-105.46
1548,37.38,-107.66
1549,37.33,-113.7
1550,39.34,-110.89
1551,40.04,-105.21
1552,38.76,-107.65
1553,38.86,-105.32
1554,40.59,-108.89
1555,38.92,-111.22
1556,38.43,-107.93
1557,39.04,-110.18
1558,39.81,-107.94
1559,39.17,-111.07
1560,39.8,-110.61
1561,38.0,-109.23
1562,37.96,-109.14
1563,40.94,-109.7
1564,38.98,-109.4
1565,41.85,-105.34
1566,39.34,-110.84
1567,39.22,-110.98
1568,37.92,-108.99
1569,40.45,-107.93
1570,40.99,-107.76
1571,38.97,-111.15
1572,41.51,-111.16
1573,41.49,-111.16
1574,37.49,-113.29
1575,39.42,-110.83
1576,39.5,-110.77
1577,39.29,-110.94
1578,39.5,-110.7
1579,37.89,-109.32
1580,39.52,-110.83
1581,35.65,-107.12
1582,39.34,-108.19
1583,39.09,-111.08
1584,35.53,-106.37
1585,39.58,-110.83
1586,42.14,-109.39
1587,39.58,-110.79
1588,39.76,-105.44
1589,38.47,-106.46
1590,39.76,-105.63
1591,38.88,-106.16
1592,37.53,-105.64
1593,37.7,-106.33
1594,39.04,-105.86
1595,38.71,-104.47
1596,37.63,-105.61
1597,37.56,-105.64
1598,39.05,-105.77
1599,37.47,-105.66
1600,38.79,-106.13
1601,40.72,-111.47
1602,41.06,-111.69
1603,37.79,-106.21
1604,41.01,-111.49
1605,37.68,-105.97
1606,37.72,-106.04
1607,38.77,-107.06
1608,40.74,-111.36
1609,37.52,-106.17
1610,39.4,-110.81
1611,40.19,-105.23
1612,37.37,-105.8
1613,40.41,-111.47
1614,40.91,-106.3
1615,40.53,-107.43
1616,39.25,-110.98
1617,37.6,-105.81
1618,37.83,-106.15
1619,37.32,-105.87
1620,39.0,-105.67
1621,41.02,-105.75
1622,38.91,-111.21
1623,39.21,-110.99
1624,39.01,-105.71
1625,40.61,-107.36
1626,37.42,-106.06
1627,38.54,-106.11
1628,40.48,-111.36
1629,42.26,-111.71
1630,41.57,-111.6
1631,40.41,-106.1
1632,40.65,-106.09
1633,37.58,-108.21
1634,38.09,-107.99
1635,36.48,-105.41
1636,40.02,-106.01
1637,39.61,-110.33
1638,41.28,-111.64
1639,39.19,-104.54
1640,38.67,-106.09
1641,37.06,-105.08
1642,42.49,-111.38
1643,38.52,-106.93
1644,41.56,-111.29
1645,42.57,-111.56
1646,42.65,-108.32
1647,39.59,-105.18
1648,39.78,-110.32
1649,41.12,-111.69
1650,40.57,-107.32
1651,39.91,-107.54
1652,39.96,-107.58
1653,40.07,-106.94
1654,39.91,-107.82
1655,40.68,-107.92
1656,39.37,-105.81
1657,38.79,-105.21
1658,40.64,-106.95
1659,40.01,-107.54
1660,37.51,-105.39
1661,38.89,-111.22
1662,39.25,-108.87
1663,38.77,-108.12
1664,39.14,-108.56
1665,36.49,-105.56
1666,40.28,-109.9
1667,38.95,-108.31
1668,37.06,-107.56
1669,40.36,-109.93
1670,38.87,-107.92
1671,35.92,-106.13
1672,35.48,-106.35
1673,38.94,-109.04
1674,35.88,-106.04
1675,37.68,-105.03
1676,35.93,-105.97
1677,35.93,-105.95
1678,39.06,-111.14
1679,39.13,-104.18
1680,38.9,-110.32
1681,39.34,-110.94
1682,39.46,-110.77
1683,40.37,-109.8
1684,37.84,-109.31
1685,37.77,-109.16
1686,41.02,-111.68
1687,39.56,-104.39
1688,37.69,-109.41
1689,35.61,-105.87
1690,36.52,-106.58
1691,37.65,-108.95
1692,37.06,-107.67
1693,37.16,-107.76
1694,37.83,-109.03
1695,37.42,-108.7
1696,39.64,-111.67
1697,39.23,-104.36
1698,37.43,-108.91
1699,39.47,-104.52
1700,39.31,-112.13
1701,39.57,-104.48
1702,37.95,-104.88
1703,40.1,-108.74
1704,39.07,-104.53
1705,37.49,-113.27
1706,39.12,-108.44
1707,39.38,-110.83
1708,37.01,-107.31
1709,37.49,-108.66
1710,40.27,-109.96
1711,37.2,-107.77
1712,37.43,-108.53
1713,37.8,-108.99
1714,37.9,-108.94
1715,37.8,-108.98
1716,37.38,-106.05
1717,42.14,-109.39
1718,37.67,-106.11
1719,42.18,-109.4
1720,38.07,-104.97
1721,37.03,-106.94
1722,36.84,-105.06
1723,36.05,-105.37
1724,40.02,-106.8
1725,37.54,-105.4
1726,37.38,-108.25
1727,41.44,-105.94
1728,41.02,-109.94
1729,40.99,-109.79
1730,37.59,-106.08
1731,37.12,-106.01
1732,41.36,-111.22
1733,37.8,-105.83
1734,41.05,-109.88
1735,37.62,-105.92
1736,42.72,-108.32
1737,42.46,-107.37
1738,37.43,-105.54
1739,37.43,-106.17
1740,38.97,-105.65
1741,40.71,-107.5
1742,40.98,-109.88
1743,37.92,-105.79
1744,43.42,-109.36
1745,37.09,-105.74
1746,37.97,-106.07
1747,37.03,-105.52
1748,38.11,-112.01
1749,37.52,-105.98
1750,41.66,-111.18
1751,40.42,-109.87
1752,37.91,-106.14
1753,41.55,-106.89
1754,37.69,-105.74
1755,40.66,-107.79
1756,35.5,-106.39
1757,39.23,-104.22
1758,40.56,-106.25
1759,40.45,-109.48
1760,36.1,-106.96
1761,39.5,-110.66
1762,37.98,-105.9
1763,42.87,-108.45
1764,38.81,-104.46
1765,40.83,-105.5
1766,38.95,-111.2
1767,42.52,-107.67
1768,40.03,-108.01
1769,35.88,-106.01
1770,40.17,-107.02
1771,37.49,-105.82
1772,41.0,-107.25
1773,35.97,-105.31
1774,37.52,-106.16
1775,41.69,-111.11
1776,37.29,-105.82
1777,39.34,-110.93
1778,37.04,-105.56
1779,37.79,-105.83
1780,38.22,-106.3
1781,37.92,-106.11
1782,36.09,-106.98
1783,39.26,-105.99
1784,37.08,-105.89
1785,41.81,-111.07
1786,39.08,-105.86
1787,38.24,-105.89
1788,39.94,-107.74
1789,41.05,-111.71
1790,39.39,-107.11
1791,37.95,-105.81
1792,40.28,-107.79
1793,35.96,-106.08
1794,35.96,-106.07
1795,36.0,-106.07
1796,35.9,-106.04
1797,35.99,-106.07
1798,36.14,-106.16
1799,40.45,-107.64
1800,36.19,-106.22
1801,36.42,-105.58
1802,38.05,-106.05
1803,43.31,-109.15
1804,36.17,-106.18
1805,37.91,-106.16
1806,35.54,-106.36
1807,41.2,-105.63
1808,38.23,-105.99
1809,37.38,-108.52
1810,40.03,-108.01
1811,41.33,-105.95
1812,38.14,-105.29
1813,39.26,-107.94
1814,40.55,-111.13
1815,36.81,-106.55
1816,38.94,-107.88
1817,36.16,-105.11
1818,40.28,-106.83
1819,42.22,-111.71
1820,40.0,-107.84
1821,39.69,-111.48
1822,36.85,-106.58
1823,39.01,-107.54
1824,38.91,-105.17
1825,42.51,-106.28
1826,40.26,-107.87
1827,39.45,-107.08
1828,41.64,-111.14
1829,41.77,-111.09
1830,41.64,-111.36
1831,38.77,-107.07
1832,46.67,-103.77
1833,46.83,-98.87
1834,46.89,-103.26
1835,47.91,-103.42
1836,46.87,-102.62
1837,46.28,-108.83
1838,44.83,-104.2
1839,42.9,-98.43
1840,45.87,-109.77
1841,46.43,-99.14
1842,46.18,-109.15
1843,44.82,-103.9
1844,46.38,-109.42
1845,47.07,-99.46
1846,43.51,-104.09
1847,47.81,-108.59
1848,46.23,-107.96
1849,47.01,-107.69
1850,44.69,-103.63
1851,45.95,-109.75
1852,46.52,-108.43
1853,46.45,-97.94
1854,46.16,-109.52
1855,43.64,-104.62
1856,45.78,-103.68
1857,42.62,-103.94
1858,43.98,-104.66
1859,45.55,-105.78
1860,44.52,-102.87
1861,46.51,-103.36
1862,45.53,-100.37
1863,47.38,-107.76
1864,44.02,-104.09
1865,42.85,-106.56
1866,43.42,-99.19
1867,47.06,-101.2
1868,46.35,-97.56
1869,47.59,-98.72
1870,47.02,-99.49
1871,47.08,-99.56
1872,47.98,-104.06
1873,47.98,-103.9
1874,44.08,-99.45
1875,47.35,-111.44
1876,44.29,-100.0
1877,44.82,-103.45
1878,46.05,-109.64
1879,43.14,-103.67
1880,46.19,-109.99
1881,44.25,-104.32
1882,47.95,-104.19
1883,48.65,-105.93
1884,48.25,-104.4
1885,48.57,-97.63
1886,47.0,-96.66
1887,44.51,-98.93
1888,45.53,-100.16
1889,46.8,-103.11
1890,47.78,-98.58
1891,48.08,-100.88
1892,46.93,-103.74
1893,46.56,-98.26
1894,44.56,-96.38
1895,48.52,-105.89
1896,44.0,-98.69
1897,46.44,-101.78
1898,46.47,-100.03
1899,45.97,-102.74
1900,48.7,-105.81
1901,42.78,-106.15
1902,46.15,-100.13
1903,47.21,-101.69
1904,47.86,-100.62
1905,45.35,-100.05
1906,48.31,-103.06
1907,46.88,-99.82
1908,47.16,-102.56
1909,47.9,-99.62
1910,46.96,-97.74
1911,47.7,-98.14
1912,48.66,-105.8
1913,47.47,-98.27
1914,42.69,-99.2
1915,42.62,-99.05
1916,44.2,-98.21
1917,43.18,-99.34
1918,42.74,-99.38
1919,42.62,-98.26
1920,42.73,-98.33
1921,42.92,-99.33
1922,42.67,-99.69
1923,42.67,-103.47
1924,42.64,-102.72
1925,43.14,-99.96
1926,44.73,-98.62
1927,44.13,-98.07
1928,43.13,-99.86
1929,43.01,-100.08
1930,43.52,-103.99
1931,42.11,-103.39
1932,42.13,-103.7
1933,42.83,-99.28
1934,42.95,-105.56
1935,42.26,-103.58
1936,42.94,-100.28
1937,42.17,-103.04
1938,42.66,-98.06
1939,48.55,-108.04
1940,48.83,-105.95
1941,48.74,-107.4
1942,47.59,-111.51
1943,45.74,-99.19
1944,48.38,-111.55
1945,46.4,-100.09
1946,47.56,-100.88
1947,47.33,-106.06
1948,47.78,-102.18
1949,48.82,-108.34
1950,48.48,-110.88
1951,48.53,-110.02
1952,47.22,-104.65
1953,48.86,-111.79
1954,48.53,-105.32
1955,46.99,-104.82
1956,47.73,-102.02
1957,45.68,-98.84
1958,48.88,-102.86
1959,44.14,-104.33
1960,46.45,-108.22
1961,45.4,-107.11
1962,48.41,-103.62
1963,46.81,-104.29
1964,45.3,-99.23
1965,47.0,-100.64
1966,46.18,-102.59
1967,45.5,-102.1
1968,46.96,-100.63
1969,45.61,-99.77
1970,45.69,-104.01
1971,45.21,-102.97
1972,48.2,-102.12
1973,47.66,-104.4
1974,47.8,-108.53
1975,46.03,-104.83
1976,45.83,-101.41
1977,47.43,-105.69
1978,45.09,-101.77
1979,48.48,-108.26
1980,46.81,-105.16
1981,45.63,-101.69
1982,46.85,-104.22
1983,48.41,-108.79
1984,48.46,-108.46
1985,46.28,-99.49
1986,47.93,-101.27
1987,46.08,-104.25
1988,48.85,-110.96
1989,47.31,-103.08
1990,45.43,-108.31
1991,47.33,-105.28
1992,48.79,-111.13
1993,44.06,-104.12
1994,46.81,-103.51
1995,45.29,-99.71
1996,48.37,-105.76
1997,45.09,-100.86
1998,45.18,-102.54
1999,45.27,-103.43
2000,44.84,-101.86
2001,45.85,-104.36
2002,45.86,-99.33
2003,45.59,-98.77
2004,45.88,-98.96
2005,47.68,-100.59
2006,45.32,-102.31
2007,45.69,-103.77
2008,46.22,-100.51
2009,47.18,-100.34
2010,48.24,-101.97
2011,48.44,-96.31
2012,47.96,-95.6
2013,48.63,-96.41
2014,48.24,-96.04
2015,48.39,-95.52
2016,48.95,-96.2
2017,48.81,-96.39
2018,48.96,-96.32
2019,48.25,-95.49
2020,48.79,-95.62
2021,42.52,-98.41
2022,44.7,-98.5
2023,48.97,-97.82
2024,46.27,-96.43
2025,47.48,-96.41
2026,46.47,-96.41
2027,46.34,-96.49
2028,45.7,-96.36
2029,46.5,-97.06
2030,47.66,-97.75
2031,47.19,-96.55
2032,47.39,-98.11
2033,48.47,-95.63
2034,48.66,-96.43
2035,48.54,-96.39
2036,48.27,-95.75
2037,47.95,-96.16
2038,47.91,-96.24
2039,45.47,-98.66
2040,48.02,-95.71
2041,44.09,-98.17
2042,47.88,-97.28
2043,46.48,-107.25
2044,45.94,-103.62
2045,47.43,-98.11
2046,45.84,-98.78
2047,48.43,-100.81
2048,44.93,-99.22
2049,48.41,-99.84
2050,45.54,-99.25
2051,44.92,-98.11
2052,43.97,-97.61
2053,45.29,-98.93
2054,44.97,-98.76
2055,48.12,-95.77
2056,48.48,-103.28
2057,48.8,-100.05
2058,47.78,-96.12
2059,47.25,-96.18
2060,46.54,-104.66
2061,45.99,-96.79
2062,45.61,-100.05
2063,46.73,-96.43
2064,48.85,-97.83
2065,47.77,-95.93
2066,47.53,-97.46
2067,48.87,-97.83
2068,47.62,-97.56
2069,48.39,-100.51
2070,47.44,-107.14
2071,48.91,-100.51
2072,47.65,-98.6
2073,46.7,-100.6
2074,47.63,-98.49
2075,47.2,-106.24
2076,45.51,-103.54
2077,46.51,-104.01
2078,48.45,-100.75
2079,47.99,-99.84
2080,48.22,-100.66
2081,48.41,-99.84
2082,48.31,-100.27
2083,48.8,-99.85
2084,45.33,-108.91
2085,42.58,-106.67
2086,45.7,-105.39
2087,43.72,-106.3
2088,42.83,-105.45
2089,43.88,-105.06
2090,44.48,-104.71
2091,42.46,-104.75
2092,43.93,-103.26
2093,44.8,-105.49
2094,44.78,-93.89
2095,46.43,-107.52
2096,43.8,-105.69
2097,44.03,-98.54
2098,43.83,-97.23
2099,42.09,-103.02
2100,47.11,-104.29
2101,43.97,-102.35
2102,42.81,-105.6
2103,42.83,-105.85
2104,43.15,-108.0
2105,44.86,-107.01
2106,43.6,-104.18
2107,43.14,-104.14
2108,43.15,-104.51
2109,44.74,-106.26
2110,42.26,-103.44
2111,44.7,-102.1
2112,45.62,-105.02
2113,42.8,-105.88
2114,42.87,-105.49
2115,44.73,-105.93
2116,42.27,-103.45
2117,45.62,-105.37
2118,44.73,-105.9
2119,43.82,-105.72
2120,45.21,-98.08
2121,47.34,-97.82
2122,47.89,-100.22
2123,47.89,-100.22
2124,47.55,-100.01
2125,46.05,-98.33
2126,46.56,-98.26
2127,48.05,-96.1
2128,44.73,-96.72
2129,45.8,-97.78
2130,47.31,-102.74
2131,45.88,-97.7
2132,47.28,-97.74
2133,46.5,-96.69
2134,48.44,-101.36
2135,48.91,-99.97
2136,43.63,-103.56
2137,45.4,-103.88
2138,45.72,-97.37
2139,45.16,-97.0
2140,46.19,-98.01
2141,45.19,-97.04
2142,47.5,-97.98
2143,46.59,-99.21
2144,47.31,-99.18
2145,47.04,-99.3
2146,45.16,-96.89
2147,45.5,-97.57
2148,46.37,-103.16
2149,47.76,-98.03
2150,44.48,-96.67
2151,48.47,-98.12
2152,44.05,-97.95
2153,42.99,-103.33
2154,43.49,-98.4
2155,42.19,-103.0
2156,42.77,-99.54
2157,43.14,-102.06
2158,43.46,-99.43
2159,44.53,-99.74
2160,42.72,-98.05
2161,42.87,-97.6
2162,42.79,-98.25
2163,42.97,-98.53
2164,44.82,-98.99
2165,43.37,-99.93
2166,44.83,-98.85
2167,44.3,-104.91
2168,44.56,-99.81
2169,44.58,-99.35
2170,44.69,-106.18
2171,43.5,-99.61
2172,42.94,-103.11
2173,44.65,-98.73
2174,46.13,-108.3
2175,45.24,-100.05
2176,44.09,-98.62
2177,44.07,-100.87
2178,45.03,-103.38
2179,44.0,-102.19
2180,43.3,-98.41
2181,44.55,-104.96
2182,44.47,-104.32
2183,45.38,-99.97
2184,44.04,-98.64
2185,43.87,-100.72
2186,45.63,-107.55
2187,44.47,-99.86
2188,44.66,-99.89
2189,46.31,-107.26
2190,48.12,-105.22
2191,47.05,-104.79
2192,47.55,-111.67
2193,42.12,-105.39
2194,47.94,-111.49
2195,42.7,-99.65
2196,47.36,-101.36
2197,48.42,-97.6
2198,46.77,-101.1
2199,46.32,-107.08
2200,47.93,-96.19
2201,48.55,-108.85
2202,42.46,-98.34
2203,44.64,-106.37
2204,46.87,-105.02
2205,47.26,-105.02
2206,45.68,-101.54
2207,44.51,-99.8
2208,46.27,-101.7
2209,43.31,-103.64
2210,48.79,-97.1
2211,43.49,-98.0
2212,47.8,-104.06
2213,48.17,-110.08
2214,42.78,-99.34
2215,47.27,-102.0
2216,32.71,-114.11
2217,32.68,-109.02
2218,32.7,-114.1
2219,32.12,-108.88
2220,36.61,-111.24
2221,36.45,-111.04
2222,32.82,-110.84
2223,36.51,-110.74
2224,32.46,-110.49
2225,35.22,-107.9
2226,32.85,-109.54
2227,31.51,-102.76
2228,36.46,-108.66
2229,32.4,-110.47
2230,36.0,-110.61
2231,34.86,-113.62
2232,36.68,-108.01
2233,36.68,-108.24
2234,34.82,-113.62
2235,37.9,-111.42
2236,32.86,-107.3
2237,32.67,-111.54
2238,31.55,-106.2
2239,31.52,-106.22
2240,34.51,-106.78
2241,32.6,-107.02
2242,32.78,-107.28
2243,31.92,-106.65
2244,33.44,-112.89
2245,34.45,-106.79
2246,38.51,-109.47
2247,34.04,-106.88
2248,31.4,-110.89
2249,35.25,-107.97
2250,34.0,-106.88
2251,36.61,-108.86
2252,37.12,-113.17
2253,31.89,-109.51
2254,37.06,-113.1
2255,33.27,-111.57
2256,35.48,-108.92
2257,33.29,-112.11
2258,31.74,-111.01
2259,32.84,-109.68
2260,32.83,-109.68
2261,32.56,-107.0
2262,33.74,-109.83
2263,34.05,-109.74
2264,33.24,-105.6
2265,36.22,-108.9
2266,35.33,-108.45
2267,33.55,-108.12
2268,36.15,-108.95
2269,38.09,-110.79
2270,34.13,-109.26
2271,36.31,-110.48
2272,35.11,-108.57
2273,35.36,-108.76
2274,38.56,-109.84
2275,37.27,-113.18
2276,35.34,-109.09
2277,33.92,-112.84
2278,33.0,-109.82
2279,35.67,-113.61
2280,36.13,-108.32
2281,34.75,-110.14
2282,34.78,-110.72
2283,34.95,-111.17
2284,32.39,-108.04
2285,38.47,-110.16
2286,31.81,-111.24
2287,32.76,-110.94
2288,33.15,-110.26
2289,37.12,-110.64
2290,35.75,-112.35
2291,32.68,-109.15
2292,34.55,-112.39
2293,35.73,-112.49
2294,35.57,-107.74
2295,30.03,-104.49
2296,32.0,-105.16
2297,31.92,-111.25
2298,35.33,-108.6
2299,36.84,-108.74
2300,35.12,-108.63
2301,36.8,-108.74
2302,36.74,-108.51
2303,33.52,-105.54
2304,36.57,-110.15
2305,36.02,-108.95
2306,35.69,-109.2
2307,35.13,-108.59
2308,32.66,-107.84
2309,34.49,-110.09
2310,35.9,-109.17
2311,36.84,-107.98
2312,33.04,-108.7
2313,31.69,-111.0
2314,31.03,-103.76
2315,32.98,-109.15
2316,35.28,-108.98
2317,36.03,-109.08
2318,32.63,-109.14
2319,35.4,-109.53
2320,35.3,-108.75
2321,33.75,-104.64
2322,36.8,-110.11
2323,29.99,-103.61
2324,34.45,-108.5
2325,35.69,-112.38
2326,36.53,-107.8
2327,32.9,-111.61
2328,32.87,-112.0
2329,33.5,-112.9
2330,32.09,-109.92
2331,31.14,-104.72
2332,32.93,-112.88
2333,32.9,-112.92
2334,36.65,-108.36
2335,32.83,-111.91
2336,32.49,-109.94
2337,36.62,-108.12
2338,33.1,-112.68
2339,31.23,-103.08
2340,33.45,-104.55
2341,32.18,-109.13
2342,32.68,-111.61
2343,32.84,-111.54
2344,32.01,-109.86
2345,32.78,-113.35
2346,32.59,-107.91
2347,37.29,-109.58
2348,37.33,-113.2
2349,34.85,-112.47
2350,31.04,-102.5
2351,34.48,-110.08
2352,34.52,-109.39
2353,33.44,-112.21
2354,37.32,-113.2
2355,31.4,-110.12
2356,31.78,-110.86
2357,31.82,-107.89
2358,33.52,-112.24
2359,33.28,-111.75
2360,37.12,-113.17
2361,35.18,-106.73
2362,35.19,-112.95
2363,32.49,-103.61
2364,32.21,-107.65
2365,35.71,-109.86
2366,36.72,-113.15
2367,32.95,-105.99
2368,35.68,-109.68
2369,35.35,-107.92
2370,34.6,-110.34
2371,35.76,-109.52
2372,30.88,-104.72
2373,32.86,-109.71
2374,31.91,-110.52
2375,36.02,-107.46
2376,32.83,-111.71
2377,31.64,-109.91
2378,32.45,-112.25
2379,35.17,-107.38
2380,31.72,-103.19
2381,32.84,-109.65
2382,35.58,-109.97
2383,33.32,-112.19
2384,31.86,-108.79
2385,32.94,-109.23
2386,36.66,-108.25
2387,32.95,-109.89
2388,32.89,-109.77
2389,32.82,-109.73
2390,32.7,-109.06
2391,32.8,-109.66
2392,32.82,-109.7
2393,34.48,-106.8
2394,32.46,-110.48
2395,32.65,-110.59
2396,31.49,-110.99
2397,33.89,-106.86
2398,34.43,-110.08
2399,35.7,-110.71
2400,35.14,-107.81
2401,34.96,-110.38
2402,32.67,-109.05
2403,36.7,-112.88
2404,34.82,-113.61
2405,36.92,-112.57
2406,34.86,-107.26
2407,34.37,-107.18
2408,34.9,-110.23
2409,32.84,-109.85
2410,36.86,-108.77
